TextTopic4_raw1,TextTopic4_raw2,TextTopic4_raw3,TextTopic4_raw4,TextTopic4_raw5,TextTopic4_raw6,TextTopic4_raw7,TextTopic4_raw8,TextTopic4_raw9,TextTopic4_raw10,TextTopic4_raw11,TextTopic4_raw12,TextTopic4_raw13,TextTopic4_raw14,TextTopic4_raw15,TextTopic4_raw16,TextTopic4_raw17,TextTopic4_raw18,TextTopic4_raw19,TextTopic4_raw20,TextTopic4_raw21,TextTopic4_raw22,TextTopic4_raw23,TextTopic4_raw24,TextTopic4_raw25,TextTopic4_raw26,TextTopic4_raw27,TextTopic4_raw28,TextTopic4_raw29,TextTopic4_raw30,TextTopic4_raw31,TextTopic4_1,TextTopic4_2,TextTopic4_3,TextTopic4_4,TextTopic4_5,TextTopic4_6,TextTopic4_7,TextTopic4_8,TextTopic4_9,TextTopic4_10,TextTopic4_11,TextTopic4_12,TextTopic4_13,TextTopic4_14,TextTopic4_15,TextTopic4_16,TextTopic4_17,TextTopic4_18,TextTopic4_19,TextTopic4_20,TextTopic4_21,TextTopic4_22,TextTopic4_23,TextTopic4_24,TextTopic4_25,TextTopic4_26,TextTopic4_27,TextTopic4_28,TextTopic4_29,TextTopic4_30,TextTopic4_31,_DOCUMENT_,F1,F2,F3,F4,F5,CLUSTER,DISTANCE
0.000,0.000,0.000,0.000,0.000,0.339,0.000,-.034,0.000,0.000,0.047,0.234,0.000,0.000,0.018,0.000,0.119,0.017,0.012,0.000,-.019,-.026,0.000,0.030,-.014,0.035,0.042,0.000,0.069,0.027,0.018,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,Samsung Galaxy S7 G930F,"May 12, 2017",5,Five Stars,Great comes brand new with original box and accessories.,2,0.3051294833
0.284,0.000,0.124,0.000,0.000,0.514,0.009,0.017,0.010,0.004,0.000,-.018,0.014,-.007,0.016,0.002,-.009,0.005,0.000,0.014,0.016,0.003,0.027,-.005,0.124,-.017,0.005,-.014,0.004,0.013,-.012,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1371,Samsung Galaxy S7 G930F,"December 12, 2016",4,A very delicate beast of a phone,"This phone is a beast! It performs perfectly. Be careful with it though, it is easily scratched and screen cracks with the slightest drop. Protect it well! I took off a star cause this gorilla glass is questionable at best",3,0.6432745377
0.000,0.462,0.308,0.000,0.000,0.000,0.001,-.002,0.128,0.019,-.024,0.000,-.003,0.013,0.015,0.000,-.032,-.014,0.000,-.001,0.011,0.085,0.008,-.005,0.016,0.045,-.010,0.066,-.031,0.041,0.182,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1372,Samsung Galaxy S7 G930F,"May 23, 2016",5,This is hands down the best mobile I have ever had to date,This is hands down the best mobile I have ever had to date.  As a flagship device I am not sure there is anything I would rather have.  The camera has to be the best upgraded feature as it's stunning how it blows away my previous iPhone shots.  The waterproof shell is outstanding and I couldn't ask for a better device.,2,0.5215825908
0.000,0.000,0.197,0.000,0.321,0.000,0.000,0.061,-.007,0.000,-.025,0.046,0.012,-.009,-.004,0.006,0.006,0.020,0.007,0.000,0.308,0.011,0.010,0.078,-.015,0.031,0.017,0.074,-.016,0.050,-.053,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1373,Samsung Galaxy S7 G930F,"December 14, 2017",1,DON'T PURCHASE SCREEN STOPPED WORKING AFTER ONLY 7 MONTHS!,Screen stopped working after only 7 months for no reason at all.  DO NOT BUY! Paid $600 for JUNK!,4,0.3728264462
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,-.036,-.009,0.000,0.000,0.017,-.017,0.000,0.024,0.010,0.025,0.076,0.009,-.006,0.000,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1374,Samsung Galaxy S7 G930F,"December 21, 2017",2,don't by factory unlocked,lesson learned don't by factory unlocked. buy for the provider you have,1,0.3121605949
1.111,0.000,0.000,0.000,0.000,0.000,0.026,0.079,0.045,0.004,-.012,0.000,-.011,-.002,0.045,0.010,0.292,0.107,0.000,0.024,0.017,0.101,-.022,-.049,0.035,0.101,0.040,-.007,0.029,-.010,-.012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1375,Samsung Galaxy S7 G930F,"May 27, 2016",4,No charger BUT otherwise great!,"This phone is GREAT, it's all I hoped it would be. I would have given it 5 stars BUT I did not get a charging port that is compatible with the regular wall socket 😒, instead I got this adapter which has no ends for a wall socket & that was it so I was upset but i just used my old Samsung  charger since this was an upgrade. Apart from THAT problem everything was GREAT",3,1.1031629485
0.000,0.000,0.000,0.409,0.000,0.000,0.017,0.059,0.019,0.008,-.008,0.000,0.013,-.012,0.013,0.004,0.021,0.012,0.000,0.285,0.004,-.017,0.003,-.079,0.003,-.071,0.037,0.166,-.011,0.042,0.064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1376,Samsung Galaxy S7 G930F,"October 21, 2016",3,Nice phone but I returned it because it could not ...,Nice phone but I returned it because it could not connect to US Cellular. I had hoped to use it in the US before returning to Zimbabwe.,3,0.6882962192
0.000,0.000,0.000,0.000,0.689,0.000,0.010,0.041,0.006,0.005,0.000,0.000,0.012,-.014,-.003,0.002,0.092,0.005,0.000,0.002,0.048,0.074,-.007,0.058,0.017,-.018,0.228,0.057,-.025,0.001,-.062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1377,Samsung Galaxy S7 G930F,"January 1, 2018",1,DO NOT BUY IT!,"I bought it and I found out that it is a chinese, not original version. I tried to download samsung apps and does not let me because it is a fake samsung version, a chinese cheap version of the phone and they charged me full price for it.",4,0.6726574567
0.699,0.000,0.000,0.218,0.000,0.000,0.006,-.015,0.098,0.005,0.020,0.028,0.008,-.011,0.001,0.006,-.023,-.011,0.000,0.009,0.025,0.080,-.011,0.081,0.103,0.040,0.038,0.054,-.027,0.175,-.048,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1378,Samsung Galaxy S7 G930F,"June 16, 2016",5,Works in Mexico!,So far so good!  We bought the phone for use in Mexico.  It works!! Easy to change out our old micro chip for the new nano chip this phone uses.  Easy step by step information transfer. We bought additional storage just in case.,2,0.6693477903
0.226,0.000,0.000,0.281,0.252,0.217,0.088,-.008,0.000,0.000,0.008,0.000,0.000,0.030,-.004,0.179,0.010,-.004,0.000,-.012,-.019,-.034,0.010,0.024,0.020,0.041,0.213,0.009,0.102,0.004,0.025,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1379,Samsung Galaxy S7 G930F,"December 14, 2016",5,Deal!,"Came ready to use out of the box! I didn't have to use a Euro sim first or request an unlock code from Samsung. Just as good as an American S7, some say better because of the Exynos 8890 processor. Great deal!",2,0.3587104674
0.000,0.000,0.000,0.375,0.000,0.650,0.010,0.018,0.022,0.009,0.008,0.000,0.019,-.014,0.010,0.004,-.003,0.010,0.000,0.014,0.005,-.007,0.004,0.013,-.002,-.008,0.286,0.012,0.008,-.004,-.010,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1380,Samsung Galaxy S7 G930F,"December 23, 2017",4,Good,"The phone came in perfect condition. It came with some bloatware, which I don't understand why, because it is supposed that this phone is the international version.",3,0.7270104389
0.000,0.323,0.000,0.000,0.000,0.000,0.036,0.008,0.023,0.363,0.002,0.000,0.043,-.026,0.043,0.005,-.034,-.012,0.020,0.053,0.026,-.006,0.036,0.071,0.010,0.011,-.038,-.004,-.014,-.005,0.011,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,Samsung Galaxy S7 G930F,"March 27, 2017",5,Five Stars,This phone is excellent and the camera is amazing.,2,0.3325306172
0.000,0.000,0.247,0.000,0.000,0.000,0.091,0.004,0.005,0.005,0.009,0.179,0.007,0.009,0.014,0.002,0.010,-.009,0.000,0.001,0.002,-.015,0.002,0.027,-.023,0.008,0.013,-.002,0.012,0.012,-.005,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,Samsung Galaxy S7 G930F,"November 29, 2016",5,G930F Working great,"Working great with T-mobile.  Even though is shows no bars for phone reception on the display, I still get great reception at my home in Minnesota USA with the International Version G930F",2,0.2425249884
0.000,0.000,0.000,0.000,0.196,0.994,0.014,0.005,0.016,0.007,0.052,0.010,0.011,-.010,0.009,0.003,0.041,0.031,0.014,0.010,-.001,0.006,0.011,0.041,0.017,-.016,0.035,0.047,0.092,0.028,0.017,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1383,Samsung Galaxy S7 G930F,"November 8, 2016",1,"Don't buy, it comes with huge problems.","Are you F***** serious right now? I paid 540$ for a brand new phone and it comes with the seal broken and also the F***** box damaged. Who the hell is in charge of this, did a terrible job. You should not be selling things on Amazon. I don't even know what the hell is happening with my phone now, if they took the liberty to open it before hand.",4,0.9017462429
0.000,0.117,0.219,0.503,0.000,0.500,0.115,0.016,0.004,0.012,-.019,0.000,0.004,0.010,0.004,0.000,0.002,-.022,0.150,0.004,0.003,0.015,-.004,0.023,0.006,-.031,0.010,-.013,0.061,-.007,0.088,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1384,Samsung Galaxy S7 G930F,"May 5, 2016",5,excelent but...,"Great device, really solid construction, perfect performing even with touchwiz. The redudant apps are annoying, why would you ever need two music players, two mail ecosystem, two foto galleries, Samsung should learn from other manufacturers about that, let the user decide...Lack of removable battery is an issue, I'll like to see if I ever need to change my battery how difficult is it with the IP protection,so sealed package must be difficult to open...The return of the micro sd slot is a great goal and the camera is exclent and really quick,I mean REALLY.",2,0.6157479433
0.000,0.000,0.000,0.000,0.271,0.000,0.025,0.056,0.027,0.012,0.036,-.006,0.019,-.018,0.019,0.005,0.012,0.012,0.000,0.017,0.005,-.010,-.006,0.056,0.036,-.021,0.066,0.014,0.077,0.022,-.013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,Samsung Galaxy S7 G930F,"May 3, 2017",1,Worst Experience,"If you ever have a issue with this phone and contact support, they cant help you cause its a international phone. Been dealing with them for 2 weeks. Say away from this phone and get your self a phone locally. Dont buy cheaper, you will have issues in the long run.",4,0.3176124999
0.000,0.000,0.000,0.000,0.431,0.000,0.000,0.008,0.005,0.000,-.006,0.027,0.000,0.007,-.007,0.005,0.000,0.000,0.000,-.008,0.024,0.000,0.011,0.000,0.114,-.042,0.097,0.000,0.094,-.018,-.025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1386,Samsung Galaxy S7 G930F,"September 8, 2016",1,BE AWARE! IT DOESN'T WORK WITH SAMSUNG PAY AND...,"BE AWARE! IT DOESN'T WORK WITH SAMSUNG PAY and the calendar on the ""Always On Display"" feature starts on Monday and you can't change it to Sunday.",4,0.4406560335
0.000,0.000,0.000,0.250,0.000,0.000,0.227,0.169,0.023,0.015,0.076,0.017,0.031,-.027,0.015,0.011,-.004,0.082,0.016,0.015,0.083,-.028,0.022,0.085,0.015,0.014,0.438,0.130,-.072,0.022,0.121,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1387,Samsung Galaxy S7 G930F,"January 29, 2018",5,Works in the US on  AT &T.,I bought the galaxy s7 international version.  I wanted a gsm phone that was both carrier and region unlocked.  That is exactly what I received.  I was a little hesitant upon seeing the phone was from Saudi Arabia.  I used the phone for a month as a trial run to verify that the phone was truly unlocked.  I have had no problems with the phone at all.  I use the phone on AT &T.  I have download speeds up to 8MB/ sec.Overall a great phone.,2,0.1820376393
0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.046,0.030,0.013,0.057,0.000,0.020,-.020,0.014,0.006,-.001,0.042,0.000,0.019,0.008,0.020,0.005,0.049,0.022,-.042,-.040,0.052,0.101,0.005,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1388,Samsung Galaxy S7 G930F,"September 25, 2017",2,"This phone was purchased in January this year, and ...","This phone was purchased in January this year, and now it's not even a year and phone discharges in a very short time. I don't even play games on my phone.",1,0.3121605949
0.000,0.000,0.000,0.000,0.000,0.000,-.008,0.193,0.154,0.000,0.000,0.000,-.010,0.022,0.000,0.000,-.016,0.000,0.000,-.006,-.009,0.000,0.000,0.000,-.012,0.044,0.000,-.017,-.032,0.039,0.017,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1389,Samsung Galaxy S7 G930F,"April 10, 2017",5,very good and spanish menu,"non problem, very good and spanish menu!",2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.024,0.007,0.026,0.025,0.014,0.000,0.018,-.017,0.027,0.005,0.014,0.055,0.015,0.017,0.017,-.017,0.005,0.137,-.005,-.023,0.055,0.014,0.088,0.007,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1390,Samsung Galaxy S7 G930F,"December 14, 2016",1,Phone stopped working in less than 30 days......pissed i need a phone or my money back,"I purchased this phone from an amazon seller named gotham cell on november 11th,2016 on december 13th 2016 i was making a fone call after my call ended the phone went blank and have not come back on since.",4,0.2442370934
0.470,0.000,0.000,0.000,0.000,1.183,-.010,0.127,0.000,0.183,0.029,0.007,0.003,0.000,0.007,0.000,0.082,-.007,0.000,0.010,0.008,-.017,-.021,0.031,0.024,0.061,0.090,-.039,-.002,0.036,0.122,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1391,Samsung Galaxy S7 G930F,"July 19, 2017",5,Excelent,"Despite the fact that mine came from United Arab Emirates and with a strappy charger, the package arrived in perfect condition, totally unlocked and I already have 2 weeks using it with two SIM cards and 2 operators, without any problem. Excellent buy.",2,1.1987594487
0.219,0.000,0.165,0.000,0.000,0.260,0.019,0.009,0.107,0.011,0.064,0.024,0.134,-.009,0.004,0.017,-.001,0.073,0.007,0.018,0.007,0.023,-.011,0.070,0.027,0.059,0.043,0.050,0.022,0.166,0.022,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1392,Samsung Galaxy S7 G930F,"September 29, 2016",5,"So far so good, I bought my phone used and it looked ...","So far so good, I bought my phone used and it looked brand new. I still haven't received my nano sims card, as my old phone's Sim was too large to fit. Hopefully my carrier will be compatible with this phone. This phone is beyond beautiful and efficient. 100% love it, praying nothing goes wrong with it later on",2,0.3049301246
0.000,0.000,0.000,0.730,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.000,-.022,0.312,-.063,0.035,0.000,-.010,0.000,0.023,0.294,-.062,0.000,0.066,0.053,-.058,-.048,0.000,-.024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1393,Samsung Galaxy S7 G930F,"August 14, 2017",3,Three Stars,Battery life wasn't as good as expected,3,0.8461868235
0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.008,0.007,0.010,0.018,-.050,0.015,-.015,0.563,0.004,0.006,-.014,0.000,-.004,0.005,-.006,0.004,0.014,0.010,-.004,0.005,0.012,0.008,-.004,-.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,Samsung Galaxy S7 G930F,"April 22, 2017",5,Five Stars,Awesome phone,2,0.1591129213
0.000,0.000,0.217,0.000,0.000,0.000,0.000,0.024,0.000,0.000,-.036,0.000,0.000,0.000,0.008,0.000,-.017,0.000,0.000,0.000,0.023,0.017,0.014,0.002,-.009,-.026,0.013,0.000,0.033,0.014,0.000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,Samsung Galaxy S7 G930F,"May 17, 2017",1,One Star,The cell have a white line in the screen,4,0.2827117661
0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.022,0.077,0.006,-.053,0.000,0.130,0.002,0.068,0.014,0.100,0.097,0.000,0.047,0.002,0.067,-.009,-.095,0.019,0.118,0.007,-.003,0.071,0.125,-.046,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1396,Samsung Galaxy S7 G930F,"June 2, 2017",5,Really like this phone!,So far I love my new phone. I had a S3 and it quit charging so I got this S7. There are some differences and I still learning what it's capabilities are.👍,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.501,0.019,-.004,0.027,0.009,-.015,0.036,0.014,-.013,0.024,0.011,0.023,0.036,0.000,0.013,0.013,-.017,0.003,0.056,0.176,-.025,0.005,0.011,-.032,0.045,0.002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1397,Samsung Galaxy S7 G930F,"August 6, 2017",5,Five Stars,works well. I have no issues with the shipping or the phone itself,2,0.4545985343
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.031,0.000,0.000,0.091,0.000,0.027,0.000,0.006,0.000,-.028,0.020,0.000,0.016,0.000,0.027,0.409,0.000,-.023,0.017,0.000,0.043,0.000,0.000,-.047,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1398,Samsung Galaxy S7 G930F,"March 15, 2017",5,Five Stars,"This was for my daughter, it's everything she expected",2,0.1591129213
0.000,0.242,0.000,0.951,0.000,0.000,0.021,-.005,0.145,0.023,0.008,0.000,0.201,0.011,0.023,0.003,-.038,-.019,0.000,0.267,0.013,-.005,0.003,0.016,-.002,0.039,0.031,0.014,-.019,0.028,-.006,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1399,Samsung Galaxy S7 G930F,"March 13, 2018",4,Four Stars,"I love the Galaxy phones :) Nice camera, good processor, seems durable.",3,0.878387044
0.529,0.000,0.504,0.225,0.000,0.000,0.025,0.241,0.008,0.195,0.046,0.003,0.014,-.022,0.013,0.003,0.012,0.019,0.034,0.014,0.011,0.029,0.017,0.196,0.028,0.005,0.061,0.019,-.010,0.018,-.021,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1400,Samsung Galaxy S7 G930F,"July 2, 2016",4,"Excellent phone, works with AT&T no problem","Excellent phone, much needed upgrade from S3. No problems at all registering with AT&T and their nano SIM works without problems. Highly recommended rather than buying fixed-carrier version.Slight issue with power button, seems to sit at a downward angle but can push to rotate it back to straight up-and-down - not sure if that's the design or a wobbly connection on my phone. Bought a case at the same time which covers the button anyway, so doesn't actually matter in practice.",3,0.7151402593
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.000,0.000,0.000,0.008,0.006,0.000,0.000,0.006,0.029,-.006,0.006,0.000,0.098,0.009,0.019,0.017,-.011,-.054,-.015,0.007,0.029,0.010,-.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1401,Samsung Galaxy S7 G930F,"March 31, 2018",2,Sadly this one only lasted 10 months. Started getting ...,Sadly this one only lasted 10 months.  Started getting hot and shot off. That was the end of it.  Soo sad,1,0.3121605949
0.000,0.000,0.228,0.000,0.000,0.000,0.011,0.029,0.012,0.005,-.005,0.000,0.008,-.008,0.014,0.002,-.014,0.005,0.000,0.007,0.027,-.011,0.017,-.013,-.004,-.030,0.003,0.006,0.019,0.012,-.005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,Samsung Galaxy S7 G930F,"February 11, 2017",1,Faulty screen.,The screen shows a line from top to bottom to the left. There was a res spot somewhere to the left of the screen to begin with and now has turnes into a line. The phone otherwise functions normally.,4,0.2888973283
0.000,0.000,0.000,0.000,0.000,0.000,0.357,-.005,0.009,0.008,0.033,-.011,0.013,-.033,-.002,0.004,0.005,0.000,0.358,0.002,0.004,-.022,0.003,0.043,0.009,0.004,0.024,-.003,-.015,-.004,0.014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1403,Samsung Galaxy S7 G930F,"November 12, 2017",5,Great product on Amazon,Amazon sells great phones and this one has been perfect!,2,0.1591129213
0.000,0.000,0.000,0.482,0.000,0.000,0.007,0.127,0.111,0.006,0.263,0.000,0.003,0.005,0.006,0.003,-.048,0.018,-.010,-.002,-.003,0.023,-.006,-.042,-.002,0.054,0.165,-.051,-.048,0.022,0.015,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1404,Samsung Galaxy S7 G930F,"June 30, 2016",5,Fantastic Phone. No problem getting activated at AT&T,"Fantastic Phone.  No problem getting activated at AT&T.  Battery life is better than American version, and has been updated on schedule.  Love It",2,0.3901530294
0.328,0.000,0.000,0.000,0.728,0.000,0.000,-.005,0.009,0.000,0.010,0.153,0.000,0.000,0.060,0.003,0.004,0.013,0.000,0.018,0.030,0.003,0.000,-.007,0.054,0.025,-.006,0.020,0.027,0.001,0.030,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,Samsung Galaxy S7 G930F,"May 15, 2017",5,Great phone!,$60 cheaper than straight talks on sale item. Applied savings to 200 gb chip which Amazon price can't be beat. I use to think mirroring was the iphone exclusive option. Galazy 7 works great with Amazon Fire stick for mirroring!,2,0.7493867207
0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.007,0.020,0.009,0.074,0.013,0.014,-.013,0.009,0.004,0.012,0.258,0.000,0.013,-.009,-.005,0.003,0.012,0.009,-.018,0.005,0.011,-.017,-.004,-.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1406,Samsung Galaxy S7 G930F,"June 17, 2017",5,Five Stars,Fantastic my son is very happy with the phone,2,0.1591129213
0.000,0.194,0.000,0.000,0.000,0.000,0.009,-.008,0.009,0.012,-.018,0.191,0.159,-.004,0.024,0.000,-.033,-.033,0.000,0.250,0.007,-.012,0.015,-.010,-.010,0.023,-.018,-.005,-.039,0.180,0.008,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1407,Samsung Galaxy S7 G930F,"March 22, 2017",5,So far it's been great. Has a nice camera as well,"Awsome cellphone. So far it's been great. Has a nice camera as well, even in lower light situation. Love it!",2,0.2269350742
0.000,0.000,0.000,0.333,0.000,0.000,0.023,0.067,0.033,0.011,0.027,0.044,0.017,-.016,0.011,0.013,0.007,0.024,0.000,0.016,-.005,-.058,0.004,0.047,0.230,-.131,-.069,0.066,0.033,0.029,0.047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1408,Samsung Galaxy S7 G930F,"June 11, 2017",1,Phone doesn't work properly. Just the speaker function seems ...,Phone doesn't work properly. Just the speaker function seems to work+ various issues w/it. Last time I get a phone online.,4,0.2269919957
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.002,0.000,0.029,0.000,0.006,0.009,-.020,0.000,-.025,0.000,0.000,0.006,0.009,0.050,-.014,0.082,0.051,0.144,0.202,0.067,0.151,-.002,-.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1409,Samsung Galaxy S7 G930F,"December 28, 2017",4,She liked it very much,"I bought the Samsung Galaxy S7 for my wife. She liked it very much, but she just had to get used to it since she had iphone before that.",3,0.4398630313
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.014,0.000,0.000,0.025,0.000,0.009,-.025,0.000,0.000,0.000,0.101,0.000,0.013,0.000,0.016,0.037,0.024,0.034,0.000,-.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1410,Samsung Galaxy S7 G930F,"August 22, 2017",5,Best phone I have owned.,"From all the phones I have owned since 2007, this is the best one. Not even planning to upgrade to the Galaxy S8, this is just enough for me.",2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.011,-.015,0.367,0.008,-.015,0.046,0.004,-.008,0.023,0.010,0.006,0.358,0.000,-.015,-.001,-.056,0.003,0.075,0.168,-.045,0.004,-.015,-.081,-.037,-.053,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1411,Samsung Galaxy S7 G930F,"June 1, 2016",5,Five Stars,"good phone, works well with AT&T gophone card. Happy of this purchase and would do it again",2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,-.031,-.047,0.213,0.018,0.000,0.000,-.011,0.453,0.000,0.000,-.017,-.026,0.018,-.007,0.000,0.000,-.015,0.017,-.013,0.009,0.000,0.027,-.016,0.042,0.005,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412,Samsung Galaxy S7 G930F,"April 26, 2017",5,Five Stars,Very good product !!,2,0.1591129213
0.000,0.000,0.000,0.868,0.000,0.000,0.000,0.011,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.161,-.017,0.006,-.007,0.097,0.018,-.012,0.019,0.000,0.033,-.010,0.049,-.012,0.040,-.024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1413,Samsung Galaxy S7 G930F,"July 9, 2017",1,Waste of money,"Gift for my mother. 91 days and it is dead. Won't turn on. Says it is charged, then says it's dead.",4,0.7091187853
0.000,0.000,0.332,0.000,0.000,0.000,0.013,0.005,0.015,0.006,0.012,0.011,0.021,-.010,-.012,0.015,0.004,-.002,0.000,0.206,0.003,-.004,0.003,0.009,0.007,-.050,0.003,0.008,0.005,-.003,-.007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1414,Samsung Galaxy S7 G930F,"June 20, 2016",5,Nice,"Lovely phone and nice color, please note this one this not have the radio app",2,0.3139541503
